bnf_code	drug_name	bnf_6	status	ptr_approved
10030250	Ibuprofen Pain Relief Maximum Strength 10% gel (Numark Ma...	100302	n	
1001010J0AAANAN	IBUPROFEN SACH 600MG	100101	y	yes_approved
1001010J0AAANAN	Ibuprofen SACH 600MG	100101	y	yes_approved
100101	IBUPROFEN SF ORAL SUSP 100MG/5ML	100101	y	yes_approved
100101	Ibuprofen Sf Oral SUSP 100MG/5ML	100101	y	yes_approved
100101	Ibuprofen Sf With Syringe SUSP 100MG/5ML	100101	y	yes_approved
1003020P0AAAEAE	IBUPROFEN SPRAY 5%	100302	n	
1003020P0AAAEAE	Ibuprofen SPRAY 5%	100302	n	
1001010J0AAACAC	Ibuprofen SYRUP 100MG/5ML	100101	y	yes_approved
1001010J0AAACAC	IBUPROFEN SYRUP 100MG/5ML	100101	y	yes_approved
1001010J0AAADAD	IBUPROFEN TABLETS 200MG	100101	y	yes_approved
1001010J0AAADAD	Ibuprofen TABLETS 200MG	100101	y	yes_approved
1001010J0AAAEAE	IBUPROFEN TABLETS 400MG	100101	y	yes_approved
1001010J0AAAEAE	Ibuprofen TABLETS 400MG	100101	y	yes_approved
1001010J0AAAFAF	IBUPROFEN TABLETS 600MG	100101	y	yes_approved
1001010J0AAAFAF	Ibuprofen TABLETS 600MG	100101	y	yes_approved
1001010J0AAAGAG	IBUPROFEN TABLETS 800MG	100101	y	yes_approved
1001010J0AAAGAG	Ibuprofen TABLETS 800MG	100101	y	yes_approved
1001010J0AAADAD	Ibuprofen TABS 200MG	100101	y	yes_approved
10010100	IBUPROFEN tabs 200mg	100101	y	yes_approved
1001010J0AAAEAE	Ibuprofen TABS 400MG	100101	y	yes_approved
10010100	IBUPROFEN tabs 400mg	100101	y	yes_approved
1001010J0AAAFAF	Ibuprofen TABS 600MG	100101	y	yes_approved
10010100	IBUPROFEN tabs 600mg	100101	y	yes_approved
1001010J0AAAGAG	Ibuprofen TABS 800MG	100101	y	yes_approved
1001010J0AAAEAE	Ibuprofen-P42 400mg tablet	100101	y	yes_approved
1001010J0AAAEAE	IBUPROFEN-P42 400MG TABLET	100101	y	yes_approved
1001010J0AAAFAF	Ibuprofen-P42 600mg tablet	100101	y	yes_approved
1001010J0AAAFAF	IBUPROFEN-P42 600MG TABLET	100101	y	yes_approved
1003020P0BFAAAE	Ibuspray  Pump spray  5 %	100302	n	
1003020P0BFAAAE	IBUSPRAY 100ML SPRAY 5%	100302	n	
10030250	Ibuspray 5% spray (Dermal Laboratories Ltd)	100302	n	
4070401	Imigran  Injection  6 mg/0.5 ml pre-filled syringe	40704	n	
4070401	Imigran  Refill pack  6 mg/0.5 ml pre-filled syringe	40704	n	
0407041T0BBACAC	Imigran  Tablets  100 mg	40704	n	
0407041T0BBAFAF	Imigran  Tablets  50 mg	40704	n	
0407041T0BBACAC	IMIGRAN 100MG TABLETS	40704	n	
4070401	Imigran 100mg tablets (GlaxoSmithKline UK Ltd)	40704	n	
0407041T0BBACAC	IMIGRAN 100MG TABS	40704	n	
0407041T0BBAFAF	IMIGRAN 50 TABLETS 50MG	40704	n	
0407041T0BBAFAF	Imigran 50 TABS 50MG	40704	n	
4070401	Imigran 50mg tablets (GlaxoSmithKline UK Ltd)	40704	n	
4070401	Imigran Radis  Tablets  100 mg	40704	n	
4070401	Imigran Radis  Tablets  50 mg	40704	n	
4070401	Imigran Radis 50mg tablets (GlaxoSmithKline UK Ltd)	40704	n	
4070401	Imigran Refill 0.5ml INJ 12MG/ML	40704	n	
4070403	Imigran Subject 6mg/0.5ml solution for injection syringe ...	40704	n	
4070401	IMIGRAN SUBJECT PREFILLED SYRINGE WITH DEVICE 0.5ML INJ 12MG/ML	40704	n	
4070401	IMIGRAN SUBJECT REFILL SYRINGE 0.5ML INJ 12MG/ML	40704	n	
4070401	Imigran Subject Refill Syringe 0.5ml INJ 12MG/ML	40704	n	
0407041T0BBACAC	IMIGRAN TABLETS 100MG	40704	n	
0407041T0BBACAC	Imigran TABLETS 100MG	40704	n	
0407041T0BBACAC	Imigran TABS 100MG	40704	n	
0407041T0BBACAC	IMIGRAN TABS 100MG	40704	n	
0407041T0BBACAC	IMIGRAN-P42 100MG TAB	40704	n	
0403010N0AAAEAE	Imipramine  Tablets  25 mg	40301	n	
4030100	Imipramine 10mg tablets	40301	n	
4030100	Imipramine 25mg tablets	40301	n	
0403010N0AAADAD	Imipramine Hydrochloride  Tablets  10 mg	40301	n	
0403010N0AAADAD	IMIPRAMINE HYDROCHLORIDE TABLETS 10MG	40301	n	
0403010N0AAAEAE	IMIPRAMINE HYDROCHLORIDE TABLETS 25MG	40301	n	
0403010N0AAAEAE	Imipramine Hydrochloride TABLETS 25MG	40301	n	
0403010N0AAADAD	Imipramine Hydrochloride TABS 10MG	40301	n	
0403010N0AAAEAE	Imipramine Hydrochloride TABS 25MG	40301	n	
1001010K0BDABAB	INDOCID CAPSULES 50MG	100101	y	yes_approved
1001010K0BDAFAD	Indocid R CAPS 75MG	100101	y	yes_approved
1001010K0BDAFAD	INDOCID R CAPSULES 75MG	100101	y	yes_approved
1001010K0BDAAAA	INDOCID-P42 25MG CAPSULE	100101	y	yes_approved
1001010K0BDABAB	Indocid-P42 50mg capsule	100101	y	yes_approved
1001010K0BDAFAD	Indocid-R  M/R capsules  75 mg	100101	y	yes_approved
1001010K0BDAFAD	Indocid-r-P42 75mg cap SR	100101	y	yes_approved
100101	Indometacin  Capsules  25 mg	100101	y	yes_approved
100101	Indometacin  Capsules  50 mg	100101	y	yes_approved
100101	Indometacin  M/R capsules  75 mg	100101	y	yes_approved
10010100	Indometacin 25mg capsules	100101	y	yes_approved
10010100	Indometacin 50mg capsules	100101	y	yes_approved
10010100	Indometacin 75mg modified-release capsules	100101	y	yes_approved
100101	Indometacin CAPS 25MG	100101	y	yes_approved
100101	Indometacin CAPS 50MG	100101	y	yes_approved
100101	INDOMETACIN CAPSULES 25MG	100101	y	yes_approved
100101	Indometacin CAPSULES 25MG	100101	y	yes_approved
100101	INDOMETACIN CAPSULES 50MG	100101	y	yes_approved
100101	Indometacin CAPSULES 50MG	100101	y	yes_approved
100101	Indometacin Mr CAPS 25MG	100101	y	yes_approved
100101	Indometacin Mr CAPS 75MG	100101	y	yes_approved
100101	INDOMETACIN MR CAPSULES 75MG	100101	y	yes_approved
100101	Indometacin Mr TABS 50MG	100101	y	yes_approved
100101	Indometacin SUPPS 100MG	100101	y	yes_approved
100101	INDOMETACIN SUPPS 100MG	100101	y	yes_approved
1001010K0AAAAAA	Indomethacin  Capsules  25 mg	100101	y	yes_approved
1001010K0AAABAB	Indomethacin  Capsules  50 mg	100101	y	yes_approved
100101	Indomethacin  Capsules  75 mg	100101	y	yes_approved
1001010K0AAALAL	Indomethacin  M/R Tablets  25 mg	100101	y	yes_approved
1001010K0AAABAB	INDOMETHACIN TABLETS 50MG	100101	y	yes_approved
100101	Indomethacin-P42 25mg capsule	100101	y	yes_approved
100101	Indomethacin-P42 50mg capsule	100101	y	yes_approved
1502010J0BDABBR	Instillagel  Gel	150201	n	
1502010J0AABRBR	Instillagel  Gel (11 Ml Syringe)	150201	n	
1502010J0AABQBQ	Instillagel  Gel (6 Ml Syringe)	150201	n	
1502010J0AABRBR	INSTILLAGEL SYRINGE 11ML GEL	150201	n	
100302000BBBBAA	Intralgin  Gel	100302	n	
100302000BBBBAA	Intralgin GEL	100302	n	
100302000BBBBAA	INTRALGIN GEL	100302	n	
100302000BBBBAA	INTRALGIN GEL-P42 0	100302	n	
100302	KAOLIN POULTICE -	100302	n	
40701	Kapake  Capsules  30 mg/500 mg	40701	y	yes_approved
0407010F0BHAAAH	Kapake  Tablets	40701	y	yes_approved
0407010F0BHAAAH	Kapake  Tablets  30 mg/500 mg	40701	y	yes_approved
4070100	Kapake 15mg/500mg tablets (Galen Ltd)	40701	y	yes_approved
40701	Kapake 30mg/500mg CAPS	40701	y	yes_approved
4070200	Kapake 30mg/500mg capsules (Galen Ltd)	40702	y	yes_approved
4070100	Kapake 30mg/500mg capsules (Galen Ltd)	40701	y	yes_approved
4070200	Kapake 30mg/500mg tablets (Galen Ltd)	40702	y	yes_approved
4070100	Kapake 30mg/500mg tablets (Galen Ltd)	40701	y	yes_approved
0407010F0BHAAAH	Kapake 30mg/500mg TABS	40701	y	yes_approved
40701	KAPAKE CAPS	40701	y	yes_approved
40701	KAPAKE capsules CAP 30mg+500mg-P42 0	40701	y	yes_approved
0407010F0BHABAQ	Kapake Insts 30mg/500mg Effervescent Powder Lemon SACH	40701	y	yes_approved
0407010F0BHABAQ	KAPAKE INSTS 30MG/500MG EFFERVESCENT POWDER LEMON SACH	40701	y	yes_approved
0407010F0BHAAAH	KAPAKE TABLET	40701	y	yes_approved
0407010F0BHAAAH	KAPAKE TABLETS	40701	y	yes_approved
0407010F0BHAAAH	KAPAKE TABLETS 30/500MG	40701	y	yes_approved
0407010F0BHAAAH	KAPAKE tablets TAB 30mg+500mg-P42 0	40701	y	yes_approved
0407010F0BHAAAH	Kapake TABS	40701	y	yes_approved
0407010F0BHAAAH	KAPAKE TABS	40701	y	yes_approved
40801	Keppra  Tablets  250 mg	40801	n	
40801	Keppra  Tablets  500 mg	40801	n	
40801	Keppra  Tablets  750 mg	40801	n	
4080100	Keppra 1g tablets (UCB Pharma Ltd)	40801	n	
4080100	Keppra 250mg tablets (UCB Pharma Ltd)	40801	n	
4080100	Keppra 500mg tablets (UCB Pharma Ltd)	40801	n	
4080100	Keppra 500mg/5ml concentrate for solution for infusion vi...	40801	n	
4080100	Keppra 750mg tablets (UCB Pharma Ltd)	40801	n	
40801	KEPPRA TABLETS 250MG	40801	n	
40801	KEPPRA TABLETS 500MG	40801	n	
40801	KEPPRA TABLETS 750MG	40801	n	
40801	Keppra TABS 250MG	40801	n	
40801	Keppra TABS 500MG	40801	n	
100101	Keral TABS 25MG	100101	y	yes_approved
1001010L0AAAAAA	Ketoprofen  Capsules  50 mg	100101	y	yes_approved
100302010AAAAAA	Ketoprofen  Gel  2.5 %	100302	n	
1001010L0AAAIAI	Ketoprofen  M/R capsules  100 mg	100101	y	yes_approved
10010100	Ketoprofen 100mg modified-release capsules	100101	y	yes_approved
10010100	Ketoprofen 2.5% gel	100101	n	
10010100	Ketoprofen 50mg capsules	100101	y	yes_approved
1001010L0AAABAB	Ketoprofen CAPS 100MG	100101	y	yes_approved
1001010L0AAAAAA	Ketoprofen CAPS 50MG	100101	y	yes_approved
1001010L0AAABAB	KETOPROFEN CAPSULES 100MG	100101	y	yes_approved
100302010AAAAAA	KETOPROFEN GEL 2.5%	100302	n	
100302010AAAAAA	Ketoprofen GEL 2.5%	100302	n	
1001010L0AAAIAI	Ketoprofen Mr CAPS 100MG	100101	y	yes_approved
1001010L0AAALAL	Ketoprofen Mr CAPS 150MG	100101	y	yes_approved
1001010L0AAAIAI	KETOPROFEN MR CAPSULES 100MG	100101	y	yes_approved
15010402	Ketorolac 30mg/1ml solution for injection ampoules	150104	y	yes_approved
40304	L-Tryptophan  Tablets  500 mg	40304	n	
40304	L-TRYPTOPHAN TABLETS 500MG	40304	n	
40801	Lacosamide  Tablets  100 mg	40801	n	
40801	Lacosamide  Tablets  150 mg	40801	n	
40801	Lacosamide  Tablets  200 mg	40801	n	
40801	Lacosamide  Tablets  50 mg	40801	n	
4080100	Lacosamide 100mg tablets	40801	n	
4080100	Lacosamide 200mg tablets	40801	n	
4080100	Lacosamide 50mg tablets	40801	n	
40801	LACOSAMIDE TABLETS 50MG	40801	n	
0408010H0BBACAC	Lamictal  Tablets  25 mg	40801	n	
0408010H0BBAAAB	Lamictal  Tablets  50 mg	40801	n	
4080100	Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)	40801	n	
4080100	Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)	40801	n	
4080100	Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)	40801	n	
0408010H0BBAAAB	LAMICTAL TABLETS 50MG	40801	n	
0408010H0AAAWAW	Lamotrigine  Dispersible tablets  Sugar Free 100 mg	40801	n	
0408010H0AAAQAQ	Lamotrigine  Dispersible tablets  Sugar Free 25 mg	40801	n	
0408010H0AAAAAA	Lamotrigine  Tablets  100 mg	40801	n	
0408010H0AAA1A1	Lamotrigine  Tablets  200 mg	40801	n	
0408010H0AAACAC	Lamotrigine  Tablets  25 mg	40801	n	
0408010H0AAABAB	Lamotrigine  Tablets  50 mg	40801	n	
4080100	Lamotrigine 100mg tablets	40801	n	
4080100	Lamotrigine 200mg tablets	40801	n	
4080100	Lamotrigine 25mg dispersible tablets sugar free	40801	n	
4080100	Lamotrigine 25mg tablets	40801	n	
4080100	Lamotrigine 50mg tablets	40801	n	
4080100	Lamotrigine 5mg dispersible tablets sugar free	40801	n	
0408010H0AAAQAQ	LAMOTRIGINE SF DISPERSIBLE TABLETS 25MG	40801	n	
0408010H0AAAQAQ	Lamotrigine Sf Dispersible TABS 25MG	40801	n	
0408010H0AAAAAA	LAMOTRIGINE TABLETS 100MG	40801	n	
0408010H0AAA1A1	LAMOTRIGINE TABLETS 200MG	40801	n	
0408010H0AAACAC	LAMOTRIGINE TABLETS 25MG	40801	n	
0408010H0AAABAB	LAMOTRIGINE TABLETS 50MG	40801	n	
0408010H0AAAAAA	Lamotrigine TABS 100MG	40801	n	
0408010H0AAA1A1	Lamotrigine TABS 200MG	40801	n	
0408010H0AAACAC	Lamotrigine TABS 25MG	40801	n	
0408010H0AAABAB	Lamotrigine TABS 50MG	40801	n	
1001010F0BBADAC	Lederfen  Tablets  450 mg	100101	y	yes_approved
1001010F0BBABAB	LEDERFEN TABLETS 300MG	100101	y	yes_approved
1001010F0BBADAC	Lederfen TABS 450MG	100101	y	yes_approved
1001010F0BBADAC	Lederfen-P42 450mg tab	100101	y	yes_approved
0403010B0BDABAB	LENTIZOL CAPSULES 50MG	40301	y	
40801	Levetiracetam  Tablets  1000 mg	40801	n	
40801	Levetiracetam  Tablets  250 mg	40801	n	
40801	Levetiracetam  Tablets  500 mg	40801	n	
40801	Levetiracetam  Tablets  750 mg	40801	n	
4080100	Levetiracetam 100mg/ml oral solution sugar free	40801	n	
4080100	Levetiracetam 1g tablets	40801	n	
4080100	Levetiracetam 250mg tablets	40801	n	
4080100	Levetiracetam 500mg granules sachets sugar free	40801	n	
4080100	Levetiracetam 500mg tablets	40801	n	
4080100	Levetiracetam 750mg tablets	40801	n	
40801	LEVETIRACETAM TABLETS 1000MG	40801	n	
40801	LEVETIRACETAM TABLETS 250MG	40801	n	
40801	LEVETIRACETAM TABLETS 500MG	40801	n	
40801	LEVETIRACETAM TABLETS 750MG	40801	n	
40801	Levetiracetam TABS 1000MG	40801	n	
40801	Levetiracetam TABS 250MG	40801	n	
40801	Levetiracetam TABS 500MG	40801	n	
40801	Levetiracetam TABS 750MG	40801	n	
1001010E0BBAAAA	LODINE CAPSULES 200MG	100101	y	yes_approved
1001010E0BBACAC	LODINE CAPSULES 300MG	100101	y	yes_approved
1001010E0BBADAD	Lodine Sr  M/R tablets  600 mg	100101	y	yes_approved
10010100	Lodine SR 600mg tablets (Almirall Ltd)	100101	y	yes_approved
1001010E0BBADAD	LODINE SR TABLETS 600MG	100101	y	yes_approved
1001010E0BBADAD	Lodine Sr TABLETS 600MG	100101	y	yes_approved
1001010E0BBADAD	Lodine Sr TABS 600MG	100101	y	yes_approved
0403010R0AAAAAA	Lofepramine  Tablets  70 mg	40301	n	
0403010R0AAAAAA	LOFEPRAMINE 70MG	40301	n	
4030100	Lofepramine 70mg tablets	40301	n	
0403010R0AAAAAA	LOFEPRAMINE TABLETS 70-P42 0	40301	n	
0403010R0AAAAAA	LOFEPRAMINE TABLETS 70MG	40301	n	
0403010R0AAAAAA	Lofepramine TABLETS 70MG	40301	n	
0403010R0AAAAAA	LOFEPRAMINE TABLETS 70MG-P42 0	40301	n	
0403010R0AAAAAA	LOFEPRAMINE TABLETS 70MG-P42 TABLETS 70 MG	40301	n	
0403010R0AAAAAA	Lofepramine TABS 70MG	40301	n	
0403010R0AAAAAA	LOFERPRAMINE-P42 70MG TABLET	40301	n	
40702	Longtec  M/R tablets  10 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  120 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  15 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  20 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  30 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  40 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  5 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  60 mg	40702	y	yes_approved
40702	Longtec  M/R tablets  80 mg	40702	y	yes_approved
4070200	Longtec 10mg modified-release tablets (Qdem Pharmaceutica...	40702	y	yes_approved
4070200	Longtec 15mg modified-release tablets (Qdem Pharmaceutica...	40702	y	yes_approved
4070200	Longtec 20mg modified-release tablets (Qdem Pharmaceutica...	40702	y	yes_approved
4070200	Longtec 30mg modified-release tablets (Qdem Pharmaceutica...	40702	y	yes_approved
4070200	Longtec 40mg modified-release tablets (Qdem Pharmaceutica...	40702	y	yes_approved
4070200	Longtec 5mg modified-release tablets (Qdem Pharmaceutical...	40702	y	yes_approved
15010401	Lorazepam 1mg tablets	150104	n	
40801	Lyrica  Capsules  100 mg	40801	y	
40801	Lyrica  Capsules  150 mg	40801	y	
40801	Lyrica  Capsules  200 mg	40801	y	
40801	Lyrica  Capsules  25 mg	40801	y	
40801	Lyrica  Capsules  300 mg	40801	y	
40801	Lyrica  Capsules  50 mg	40801	y	
40801	Lyrica  Capsules  75 mg	40801	y	
4080100	Lyrica 100mg capsules (Pfizer Ltd)	40801	y	
4080100	Lyrica 150mg capsules (Pfizer Ltd)	40801	y	
4070300	Lyrica 150mg capsules (Pfizer Ltd)	40703	y	
4080100	Lyrica 200mg capsules (Pfizer Ltd)	40801	y	
4080100	Lyrica 25mg capsules (Pfizer Ltd)	40801	y	
4070300	Lyrica 300mg capsules (Pfizer Ltd)	40703	y	
4080100	Lyrica 300mg capsules (Pfizer Ltd)	40801	y	
4080100	Lyrica 50mg capsules (Pfizer Ltd)	40801	y	
4070300	Lyrica 50mg capsules (Pfizer Ltd)	40703	y	
4080100	Lyrica 75mg capsules (Pfizer Ltd)	40801	y	
4070300	Lyrica 75mg capsules (Pfizer Ltd)	40703	y	
40801	LYRICA 75MG TABLETS	40801	y	
40801	Lyrica CAPS 100MG	40801	y	
40801	Lyrica CAPS 150MG	40801	y	
40801	Lyrica CAPS 25MG	40801	y	
40801	Lyrica CAPS 50MG	40801	y	
40801	Lyrica CAPS 75MG	40801	y	
40801	LYRICA CAPSULES 50MG	40801	y	
40801	LYRICA CAPSULES 75MG	40801	y	
0403010S0AAABAB	Maprotiline Hydrochloride TABS 25MG	40301	n	
40702	Matrifen  Transdermal patches  100 micrograms/hour	40702	y	yes_approved
40702	Matrifen  Transdermal patches  12 micrograms/hour	40702	y	yes_approved
40702	Matrifen  Transdermal patches  25 micrograms/hour	40702	y	yes_approved
40702	Matrifen  Transdermal patches  50 micrograms/hour	40702	y	yes_approved
40702	Matrifen  Transdermal patches  75 micrograms/hour	40702	y	yes_approved
4070200	Matrifen 100micrograms/hour transdermal patches (Teva UK ...	40702	y	yes_approved
4070200	Matrifen 12micrograms/hour transdermal patches (Teva UK Ltd)	40702	y	yes_approved
4070200	Matrifen 25micrograms/hour transdermal patches (Teva UK Ltd)	40702	y	yes_approved
4070200	Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd)	40702	y	yes_approved
40702	Matrifen 75 Micrograms/Hour PATCH	40702	y	yes_approved
0407041R0BBABAB	Maxalt  Tablets  10 mg	40704	n	
0407041R0BBAAAA	Maxalt  Tablets  5 mg	40704	n	
0407041R0BBACAC	Maxalt  Wafers  10 mg	40704	n	
4070401	Maxalt Melt  Wafers (Oral Lyophilisate)  10 mg	40704	n	
4070401	Maxalt Melt 10mg oral lyophilisates (Merck Sharp & Dohme ...	40704	n	
4070401	Maxalt Melt WAFER 10MG	40704	n	
0407041R0BBACAC	MAXALT MELT WAFER 10MG	40704	n	
40702	Maxitram Sr  M/R capsules  100 mg	40702	y	yes_approved
4070200	Maxitram SR 100mg capsules (Chiesi Ltd)	40702	y	yes_approved
4070200	Maxitram SR 150mg capsules (Chiesi Ltd)	40702	y	yes_approved
4070200	Maxitram SR 200mg capsules (Chiesi Ltd)	40702	y	yes_approved
4070200	Maxitram SR 50mg capsules (Chiesi Ltd)	40702	y	yes_approved
1001010N0AAAAAA	MEFANAMIC ACID-P42 250mg caps	100101	y	yes_approved
1001010N0AAADAD	MEFANAMIC ACID-P42 forte 500mg tabs	100101	y	yes_approved
1001010N0AAAAAA	Mefenamic Acid  Capsules  250 mg	100101	y	yes_approved
1001010N0AAADAD	Mefenamic Acid  Tablets  500 mg	100101	y	yes_approved
10010100	MEFENAMIC ACID -P42 FORTE 500mg cap	100101	y	yes_approved
10010100	Mefenamic acid 250mg capsules	100101	y	yes_approved
10010100	Mefenamic acid 500mg tablets	100101	y	yes_approved
1001010N0AAAAAA	Mefenamic Acid CAPS 250MG	100101	y	yes_approved
1001010N0AAAAAA	MEFENAMIC ACID CAPSULES 250MG	100101	y	yes_approved
1001010N0AAAAAA	Mefenamic Acid CAPSULES 250MG	100101	y	yes_approved
1001010N0AAADAD	MEFENAMIC ACID TABLETS 500MG	100101	y	yes_approved
1001010N0AAADAD	Mefenamic Acid TABLETS 500MG	100101	y	yes_approved
1001010N0AAADAD	Mefenamic Acid TABS 500MG	100101	y	yes_approved
1001010N0AAAAAA	MEFENAMIC ACID-P42 250MG CAPSULE	100101	y	yes_approved
1001010N0AAADAD	MEFENAMIC ACID-P42 500MG TABLET	100101	y	yes_approved
1001010N0AAADAD	Mefenamic acid-P42 500mg tablet	100101	y	yes_approved
1001010AAAAABAB	Meloxicam  Tablets  15 mg	100101	y	yes_approved
1001010AAAAAAAA	Meloxicam  Tablets  7.5 mg	100101	y	yes_approved
10010100	Meloxicam 15mg tablets	100101	y	yes_approved
10010100	Meloxicam 7.5mg orodispersible tablets sugar free	100101	y	yes_approved
1001010AAAAAAAA	MELOXICAM 7.5MG TABLET	100101	y	yes_approved
10010100	Meloxicam 7.5mg tablets	100101	y	yes_approved
1001010AAAAABAB	MELOXICAM TABLETS 15MG	100101	y	yes_approved
1001010AAAAAAAA	MELOXICAM TABLETS 7.5MG	100101	y	yes_approved
1001010AAAAABAB	Meloxicam TABS 15MG	100101	y	yes_approved
10010100	MELOXICAM tabs 15mg	100101	y	yes_approved
1001010AAAAAAAA	Meloxicam TABS 7.5MG	100101	y	yes_approved
10010100	MELOXICAM tabs 7.5mg	100101	y	yes_approved
100302	Menthol  Gel  2 %	100302	n	
0407020L0AAABAB	Meptazinol  Tablets  200 mg	40702	y	yes_approved
4070200	Meptazinol 200mg tablets	40702	y	yes_approved
0407020L0AAABAB	MEPTAZINOL TABLETS 200MG	40702	y	yes_approved
0407020L0AAABAB	Meptazinol TABS 200MG	40702	y	yes_approved
0407020L0AAABAB	Meptazinol-P42 200mg tablet	40702	y	yes_approved
4070200	Meptid 200mg tablets (Almirall Ltd)	40702	y	yes_approved
0407020L0BBAAAB	MEPTID TABLETS 200MG	40702	y	yes_approved
0407020L0BBAAAB	Meptid TABS 200MG	40702	y	yes_approved
4070200	Methadone 5mg tablets	40702	y	yes_approved
0407020M0AAAEAE	Methadone Hydrochloride  Tablets  5 mg	40702	y	yes_approved
41003	Methadone Hydrochloride Sf Oral SOLN 1MG/ML	41003	y	yes_approved
100302	Methyl Salicylate And Menthol  Cream  30 % + 8 %	100302	n	
1003020N0AAABAB	Methyl Salicylate OINT 50%	100302	n	
0407042L0AAAAAA	Methysergide  Tablets  1 mg	40704	n	
0407042L0AAAAAA	METHYSERGIDE TABLETS 1MG	40704	n	
4030100	Mianserin 10mg tablets	40301	n	
0403010T0AAACAC	MIANSERIN HCL-P42 30MG TABLET	40301	n	
0403010T0AAAAAA	Mianserin Hydrochloride  Tablets  10 mg	40301	n	
0403010T0AAACAC	MIANSERIN HYDROCHLORIDE TABLETS 30MG	40301	n	
0403010T0AAABAB	Mianserin Hydrochloride TABS 20MG	40301	n	
0403010T0AAACAC	Mianserin Hydrochloride TABS 30MG	40301	n	
1501041T0AAAAAA	Midazolam  Injection  10 mg/2 ml ampoule	150104	n	
15010401	Midazolam  Injection  5 mg/ml  10 ml ampoule	150104	n	
15010401	Midazolam 10mg/2ml solution for injection ampoules	150104	n	
15010401	Midazolam 10mg/5ml solution for injection ampoules	150104	n	
15010401	Midazolam 2mg/2ml solution for injection ampoules	150104	n	
15010401	Midazolam 5mg/5ml solution for injection ampoules	150104	n	
0407041N0BBAAAA	Midrid CAPS	40704	n	
0407041N0BBAAAA	MIDRID CAPS	40704	n	
0407041A0BBABAG	Migraleve  Pink tablets	40704	n	
0407041A0BBABAG	Migraleve  Pink Tablets	40704	n	
0407041A0BBAAAA	Migraleve  Tablets	40704	n	
0407041A0BBACAH	Migraleve  Yellow tablets	40704	n	
0407041A0BBAAAA	MIGRALEVE COMPLETE TABLETS	40704	n	
0407041A0BBAAAA	Migraleve Complete TABS	40704	n	
0407041A0BBAAAA	MIGRALEVE DUO-PACK-P42 TABLETS BLUE 24	40704	n	
0407041A0BBAAAA	MIGRALEVE DUOPAK PINK YELLOW	40704	n	
0407041A0BBABAG	MIGRALEVE PINK PACK TABLETS	40704	n	
0407041A0BBABAG	Migraleve Pink Pack TABS	40704	n	
0407041A0BBABAG	MIGRALEVE PINK TABLETS	40704	n	
4070401	Migraleve Pink tablets (McNeil Products Ltd)	40704	n	
4070401	MIGRALEVE PINK tabs	40704	n	
0407041A0BBABAG	MIGRALEVE SUPPLEMENTARY-P42 TABLETS PINK 24	40704	n	
4070401	Migraleve tablets (McNeil Products Ltd)	40704	n	
0407041A0BBACAH	MIGRALEVE YELLOW PACK TABLETS	40704	n	
0407041A0BBACAH	Migraleve Yellow Pack TABS	40704	n	
4070200	Migraleve Yellow tablets (McNeil Products Ltd)	40702	n	
4070100	Migraleve Yellow tablets (McNeil Products Ltd)	40701	n	
0407041A0BBABAG	MIGRALEVE-P42 PINK TABLETS	40704	n	
0407041A0BBABAG	MIGRALEVE-P42 pink tabs	40704	n	
40701	Migramax  Oral powder sachets	40701	n	
40701	Migramax  Sachets	40701	n	
40701	Migramax SACH	40701	n	
40701	MIGRAMAX SACH	40701	n	
0407041A0BCAAAB	Migravess  Effervescent tablets	40704	n	
0407041A0BCABAF	Migravess  Forte tablets	40704	n	
0407041A0BCAAAB	Migravess  Tablets	40704	n	
0407041A0BCABAF	MIGRAVESS FORTE TABLETS	40704	n	
0407041A0BCABAF	Migravess Forte TABS	40704	n	
0407041A0BCAAAB	MIGRAVESS TABLETS	40704	n	
0407041A0BCAAAB	Migravess TABS	40704	n	
0407041F0BGAAAJ	Migril  Tablets	40704	n	
0407041F0BGAAAJ	MIGRIL TABLETS	40704	n	
4070401	Migril tablets (Wockhardt UK Ltd)	40704	n	
0407041F0BGAAAJ	Migril TABS	40704	n	
0407041F0BGAAAJ	Migril-P42 tablet	40704	n	
0407041F0BGAAAJ	MIGRIL-P42 tabs	40704	n	
40304	Mirtazapine  Orodispersible tablets  15 mg	40304	n	
40304	Mirtazapine  Orodispersible Tablets  15 mg	40304	n	
40304	Mirtazapine  Orodispersible tablets  30 mg	40304	n	
40304	Mirtazapine  Orodispersible tablets  45 mg	40304	n	
40304	Mirtazapine  Orodispersible Tablets  45 mg	40304	n	
40304	Mirtazapine  Tablets  15 mg	40304	n	
0403010AAAAAAAA	Mirtazapine  Tablets  30 mg	40301	n	
40304	Mirtazapine  Tablets  45 mg	40304	n	
4030400	Mirtazapine 15mg orodispersible tablets	40304	n	
4030400	Mirtazapine 15mg tablets	40304	n	
