drug_name	status	ptr_approved
Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
Panadol 500mg capsules (GlaxoSmithKline Consumer Healthcare)	y	yes_approved
Panadol ActiFast Soluble tablets (GlaxoSmithKline Consumer Healthcare)	y	yes_approved
Panadol Advance 500mg tablets (GlaxoSmithKline Consumer Healthcare)	y	yes_approved
Panadol Ultra 12.8mg/500mg tablets (GlaxoSmithKline Consumer Healthcare)	y	yes_approved
Paracetamol 120mg soluble tablets sugar free	y	yes_approved
Paracetamol 120mg/5ml oral solution paediatric	y	yes_approved
Paracetamol 120mg/5ml oral solution paediatric sugar free	y	yes_approved
Paracetamol 120mg/5ml oral suspension paediatric	y	yes_approved
Paracetamol 120mg/5ml oral suspension paediatric sugar free	y	yes_approved
Paracetamol 125mg suppositories	y	yes_approved
Paracetamol 1g oral powder sachets	y	yes_approved
Paracetamol 1g suppositories	y	yes_approved
Paracetamol 1g tablets	y	yes_approved
Paracetamol 240mg suppositories	y	yes_approved
Paracetamol 250mg orodispersible tablets sugar free	y	yes_approved
Paracetamol 250mg suppositories	y	yes_approved
Paracetamol 250mg/5ml oral suspension	y	yes_approved
Paracetamol 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 250mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 250mg/5ml oral suspension 5ml sachets sugar free	y	yes_approved
Paracetamol 250mg/5ml oral suspension sugar free	y	yes_approved
Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 250mg/5ml oral suspension sugar free (Pinewood Healthcare)	y	yes_approved
Paracetamol 325mg / Isometheptene 65mg capsules	n	
Paracetamol 500mg / Caffeine 65mg effervescent tablets sugar free	y	yes_approved
Paracetamol 500mg / Dihydrocodeine 20mg tablets	y	yes_approved
Paracetamol 500mg / Dihydrocodeine 30mg tablets	y	yes_approved
Paracetamol 500mg / Dihydrocodeine 7.46mg effervescent tablets sugar free	y	yes_approved
Paracetamol 500mg / Domperidone 10mg tablets	n	
Paracetamol 500mg / Ibuprofen 200mg tablets	y	yes_approved
Paracetamol 500mg / Metoclopramide 5mg effervescent powder sachets sugar free	n	
Paracetamol 500mg / Phenylephrine 6.1mg tablets	n	
Paracetamol 500mg / Pseudoephedrine hydrochloride 30mg tablets	n	
Paracetamol 500mg / Pseudoephedrine hydrochloride 60mg tablets	n	
Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg caplets (Actavis UK Ltd)	y	yes_approved
Paracetamol 500mg caplets (Almus Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg caplets (Galpharm International Ltd)	y	yes_approved
Paracetamol 500mg caplets (IVAX Pharmaceuticals UK Ltd)	y	yes_approved
Paracetamol 500mg caplets (Teva UK Ltd)	y	yes_approved
Paracetamol 500mg caplets (Wockhardt UK Ltd)	y	yes_approved
Paracetamol 500mg caplets (Zentiva)	y	yes_approved
Paracetamol 500mg capsules	y	yes_approved
Paracetamol 500mg capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg capsules (Actavis UK Ltd)	y	yes_approved
Paracetamol 500mg capsules (Almus Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg capsules (Aspar Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg capsules (Focus Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg capsules (Kent Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg capsules (Teva UK Ltd)	y	yes_approved
Paracetamol 500mg capsules (Wockhardt UK Ltd)	y	yes_approved
Paracetamol 500mg capsules (Zentiva)	y	yes_approved
Paracetamol 500mg soluble tablets	y	yes_approved
Paracetamol 500mg soluble tablets (Actavis UK Ltd)	y	yes_approved
Paracetamol 500mg soluble tablets (Almus Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg soluble tablets (Fannin UK Ltd)	y	yes_approved
Paracetamol 500mg soluble tablets (Kent Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg soluble tablets (Teva UK Ltd)	y	yes_approved
Paracetamol 500mg soluble tablets (Zentiva)	y	yes_approved
Paracetamol 500mg suppositories	y	yes_approved
Paracetamol 500mg tablets	y	yes_approved
Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg tablets (Actavis UK Ltd)	y	yes_approved
Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg tablets (Galpharm International Ltd)	y	yes_approved
Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd)	y	yes_approved
Paracetamol 500mg tablets (Sigma Pharmaceuticals Plc)	y	yes_approved
Paracetamol 500mg tablets (Teva UK Ltd)	y	yes_approved
Paracetamol 500mg tablets (Vantage)	y	yes_approved
Paracetamol 500mg tablets (Wockhardt UK Ltd)	y	yes_approved
Paracetamol 500mg tablets (Zentiva)	y	yes_approved
Paracetamol 500mg/5ml oral solution sugar free	y	yes_approved
Paracetamol 500mg/5ml oral suspension	y	yes_approved
Paracetamol 500mg/5ml oral suspension sugar free	y	yes_approved
Pennsaid 16mg/ml cutaneous solution (Movianto UK Ltd)	n	
Pentazocine 25mg tablets	y	yes_approved
Pentazocine 50mg capsules	y	yes_approved
Pentazocine 50mg capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Pentazocine 50mg suppositories	y	yes_approved
Perampanel 10mg tablets	n	
Perampanel 12mg tablets	n	
Perampanel 2mg tablets	n	
Perampanel 4mg tablets	n	
Perampanel 6mg tablets	n	
Perampanel 8mg tablets	n	
Periactin 4mg tablets (Auden McKenzie (Pharma Division) Ltd)	n	
Pethidine 100mg/2ml solution for injection ampoules	y	yes_approved
Pethidine 50mg capsules	y	yes_approved
Pethidine 50mg tablets	y	yes_approved
Pethidine 50mg/1ml solution for injection ampoules	y	yes_approved
Phenobarbital 15mg tablets	n	
Phenobarbital 15mg tablets (A A H Pharmaceuticals Ltd)	n	
Phenobarbital 15mg tablets (Teva UK Ltd)	n	
Phenobarbital 15mg/5ml elixir	n	
Phenobarbital 30mg tablets	n	
Phenobarbital 30mg tablets (Actavis UK Ltd)	n	
Phenobarbital 60mg tablets	n	
Phenobarbital 60mg tablets (Actavis UK Ltd)	n	
Phenylbutazone 100mg tablets	y	yes_approved
Phenylbutazone 200mg tablets	y	yes_approved
Phenytoin 30mg/5ml oral suspension	n	
Phenytoin 50mg chewable tablets	n	
Phenytoin sodium 100mg capsules	n	
Phenytoin sodium 100mg capsules (Flynn Pharma Ltd)	n	
Phenytoin sodium 100mg tablets	n	
Phenytoin sodium 100mg tablets (A A H Pharmaceuticals Ltd)	n	
Phenytoin sodium 100mg tablets (Actavis UK Ltd)	n	
Phenytoin sodium 100mg tablets (Almus Pharmaceuticals Ltd)	n	
Phenytoin sodium 100mg tablets (Wockhardt UK Ltd)	n	
Phenytoin sodium 25mg capsules	n	
Phenytoin sodium 25mg capsules (Flynn Pharma Ltd)	n	
Phenytoin sodium 300mg capsules	n	
Phenytoin sodium 300mg capsules (Flynn Pharma Ltd)	n	
Phenytoin sodium 50mg capsules	n	
Phenytoin sodium 50mg capsules (Flynn Pharma Ltd)	n	
Phenytoin sodium 50mg tablets	n	
Phorpain 5% gel (AMCo)	n	
Phorpain Maximum Strength 10% gel (AMCo)	n	
Physeptone 1mg/ml mixture (Martindale Pharmaceuticals Ltd)	y	yes_approved
Physeptone 1mg/ml mixture sugar free (Martindale Pharmaceuticals Ltd)	y	yes_approved
Physeptone 5mg tablets (Martindale Pharmaceuticals Ltd)	y	yes_approved
Piroxicam 0.5% gel	n	
Piroxicam 0.5% gel (A A H Pharmaceuticals Ltd)	n	
Piroxicam 0.5% gel (Actavis UK Ltd)	n	
Piroxicam 0.5% gel (Dr Reddy's Laboratories (UK) Ltd)	n	
Piroxicam 0.5% gel (Teva UK Ltd)	n	
Piroxicam 10mg capsules	y	yes_approved
Piroxicam 10mg dispersible tablets	y	yes_approved
Piroxicam 20mg capsules	y	yes_approved
Piroxicam 20mg capsules (Kent Pharmaceuticals Ltd)	y	yes_approved
Piroxicam 20mg dispersible tablets	y	yes_approved
Piroxicam 20mg dispersible tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Piroxicam 20mg dispersible tablets (Mylan Ltd)	y	yes_approved
Piroxicam 20mg orodispersible tablets sugar free	y	yes_approved
Piroxicam 20mg suppositories	y	yes_approved
Piroxicam betadex 20mg tablets	y	yes_approved
Pizotifen 1.5mg tablets	n	
Pizotifen 1.5mg tablets (A A H Pharmaceuticals Ltd)	n	
Pizotifen 1.5mg tablets (Actavis UK Ltd)	n	
Pizotifen 1.5mg tablets (Sovereign Medical Ltd)	n	
Pizotifen 250micrograms/5ml oral solution sugar free	n	
Pizotifen 500microgram tablets	n	
Pizotifen 500microgram tablets (A A H Pharmaceuticals Ltd)	n	
Pizotifen 500microgram tablets (Actavis UK Ltd)	n	
Pizotifen 500microgram tablets (Almus Pharmaceuticals Ltd)	n	
Pizotifen 500microgram tablets (Teva UK Ltd)	n	
Ponstan 250mg capsules (Chemidex Pharma Ltd)	y	yes_approved
Ponstan Forte 500mg tablets (Chemidex Pharma Ltd)	y	yes_approved
Powergel 2.5% gel (A. Menarini Farmaceutica Internazionale SRL)	n	
Pregabalin 100mg capsules	y	
Pregabalin 100mg capsules (Teva UK Ltd)	y	
Pregabalin 150mg capsules	y	
Pregabalin 150mg capsules (Teva UK Ltd)	y	
Pregabalin 200mg capsules	y	
Pregabalin 200mg capsules (Teva UK Ltd)	y	
Pregabalin 200mg capsules (Wockhardt UK Ltd)	y	
Pregabalin 20mg/ml oral solution sugar free	y	
Pregabalin 20mg/ml oral solution sugar free (Teva UK Ltd)	y	
Pregabalin 225mg capsules	y	
Pregabalin 25mg capsules	y	
Pregabalin 25mg capsules (Teva UK Ltd)	y	
Pregabalin 300mg capsules	y	
Pregabalin 300mg capsules (Teva UK Ltd)	y	
Pregabalin 50mg capsules	y	
Pregabalin 50mg capsules (Teva UK Ltd)	y	
Pregabalin 75mg capsules	y	
Pregabalin 75mg capsules (Teva UK Ltd)	y	
Pregabalin 75mg/5ml oral suspension	y	
Prepadine 25mg capsules (Teva UK Ltd)	n	
Prepadine 75mg tablets (Teva UK Ltd)	n	
Preservex 100mg tablets (Almirall Ltd)	y	yes_approved
Prexige 400mg tablets (Novartis Pharmaceuticals UK Ltd)	y	yes_approved
Primidone 250mg tablets	n	
Primidone 250mg tablets (SERB)	n	
Primidone 25mg/5ml oral suspension	n	
Primidone 50mg tablets	n	
Primidone 50mg tablets (SERB)	n	
Primidone 50mg/5ml oral suspension	n	
Primidone 62.5mg/5ml oral suspension	n	
Proflex 5% cream (Novartis Consumer Health UK Ltd)	n	
Propofol 200mg/20ml emulsion for injection ampoules	n	
Propranolol 10mg tablets (Teva UK Ltd)	n	
Propranolol 160mg tablets	n	
Propranolol 40mg tablets (Ranbaxy (UK) Ltd)	n	
Propranolol 80mg modified-release capsules (A A H Pharmaceuticals Ltd)	n	
Prothiaden 25mg capsules (Teofarma)	n	
Prothiaden 75mg tablets (Teofarma)	n	
RADIAN B pump spray 5% [T & R]	n	
REMEDEINE effervescent tablet 20mg + 500mg [NAPPPHARM]	y	yes_approved
REMEDEINE forte tablets 30mg + 500mg [NAPPPHARM]	y	yes_approved
Radian B Ibuprofen 5% gel (Thornton & Ross Ltd)	n	
Radian B Pain Relief spray (Thornton & Ross Ltd)	n	
Ralgex Freeze spray (G.R. Lane Health Products Ltd)	n	
Ralgex Heat spray (G.R. Lane Health Products Ltd)	n	
Reboxetine 4mg tablets	n	
Relifex 500mg tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Relpax 40mg tablets (Pfizer Ltd)	n	
Reltebon 10mg modified-release tablets (Actavis UK Ltd)	y	yes_approved
Reltebon 20mg modified-release tablets (Actavis UK Ltd)	y	yes_approved
Reltebon 5mg modified-release tablets (Actavis UK Ltd)	y	yes_approved
Reltebon 60mg modified-release tablets (Actavis UK Ltd)	y	yes_approved
Reltebon 80mg modified-release tablets (Actavis UK Ltd)	y	yes_approved
Remedeine Forte tablets (Crescent Pharma Ltd)	y	yes_approved
Remedeine tablets (Crescent Pharma Ltd)	y	yes_approved
Resolve Extra effervescent granules sachets (G.R. Lane Health Products Ltd)	y	yes_approved
Retigabine 100mg tablets	n	
Retigabine 200mg tablets	n	
Retigabine 300mg tablets	n	
Retigabine 50mg tablets	n	
Rewisca 150mg capsules (Consilient Health Ltd)	y	
Rewisca 75mg capsules (Consilient Health Ltd)	y	
Rexocaine 2% injection 2.2ml cartridges (Henry Schein Ltd)	n	
Rheumox 300mg capsules (Mercury Pharma Group Ltd)	y	yes_approved
Rivotril 2mg tablets (Roche Products Ltd)	n	
Rivotril 500microgram tablets (Roche Products Ltd)	n	
Rizatriptan 10mg oral lyophilisates sugar free	n	
Rizatriptan 10mg orodispersible tablets sugar free	n	
Rizatriptan 10mg orodispersible tablets sugar free (Actavis UK Ltd)	n	
Rizatriptan 10mg tablets	n	
Rizatriptan 5mg tablets	n	
Rodomel XL 150mg capsules (Teva UK Ltd)	y	
Rodomel XL 75mg capsules (Teva UK Ltd)	y	
Rofecoxib 12.5mg tablets	y	yes_approved
Rofecoxib 12.5mg/5ml oral suspension sugar free	y	yes_approved
Rofecoxib 25mg tablets	y	yes_approved
Rofecoxib 25mg/5ml oral suspension sugar free	y	yes_approved
Rofecoxib 50mg tablets	y	yes_approved
Rufinamide 200mg tablets	n	
Rufinamide 400mg tablets	n	
SOLPADEINE soluble tablet [GLAXSK CON]	y	yes_approved
SOLPADEINE tablets [GLAXSK CON]	y	yes_approved
SUDAFED DECONGESTANT & PAIN tablets [MCNEIL]	n	
SURGAM tablets 300mg [SANOFI/AVE]	y	yes_approved
SYNDOL HEADACHE RELIEF tablets 500mg+8mg+30mg [ZENTIVA]	n	
Sabril 500mg tablets (Sanofi)	n	
Salicylamide 5% / Benzocaine 2% gel	n	
Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% cream	n	
Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% gel	n	
Sanomigran 0.25mg/5ml elixir (Novartis Pharmaceuticals UK Ltd)	n	
Sanomigran 1.5mg tablets (Novartis Pharmaceuticals UK Ltd)	n	
Sanomigran 500microgram tablets (Novartis Pharmaceuticals UK Ltd)	n	
Seractil 300mg tablets (Thornton & Ross Ltd)	y	yes_approved
Seractil 400mg tablets (Thornton & Ross Ltd)	y	yes_approved
Sevredol 10mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Sevredol 20mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Sevredol 50mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Shortec 10mg capsules (Qdem Pharmaceuticals Ltd)	y	yes_approved
Shortec 20mg capsules (Qdem Pharmaceuticals Ltd)	y	yes_approved
Shortec 5mg capsules (Qdem Pharmaceuticals Ltd)	y	yes_approved
Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd)	n	
Sinequan 10mg capsules (Pfizer Ltd)	n	
Sinequan 25mg capsules (Pfizer Ltd)	n	
Sinequan 50mg capsules (Pfizer Ltd)	n	
Sinequan 75mg capsules (Pfizer Ltd)	n	
Sinutab Non-Drowsy tablets (McNeil Products Ltd)	n	
Sodium valproate 200mg gastro-resistant tablets	n	
Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	n	
Sodium valproate 300mg modified-release capsules	n	
Sodium valproate 300mg modified-release tablets	n	
Sodium valproate 500mg gastro-resistant tablets	n	
Sodium valproate 500mg gastro-resistant tablets (Zentiva)	n	
Solpadeine Headache soluble tablets (Omega Pharma Ltd)	n	
Solpadeine Max 12.8mg/500mg tablets (Omega Pharma Ltd)	y	yes_approved
Solpadeine Max soluble tablets (Omega Pharma Ltd)	y	yes_approved
Solpadeine Plus capsules (Omega Pharma Ltd)	y	yes_approved
Solpadeine Plus soluble tablets (Omega Pharma Ltd)	y	yes_approved
Solpadeine Plus tablets (Omega Pharma Ltd)	y	yes_approved
Solpadol 30mg/500mg caplets (Sanofi)	y	yes_approved
Solpadol 30mg/500mg capsules (Sanofi)	y	yes_approved
Solpadol 30mg/500mg effervescent tablets (Sanofi)	y	yes_approved
Stesolid 10mg rectal tube (Actavis UK Ltd)	n	
Strefen 8.75mg lozenges (Reckitt Benckiser Healthcare (UK) Ltd)	y	yes_approved
Suboxone 2mg/500microgram sublingual tablets (Indivior UK Ltd)	y	yes_approved
Suboxone 8mg/2mg sublingual tablets (Indivior UK Ltd)	y	yes_approved
Subutex 0.4mg sublingual tablets (RB Pharmaceuticals Ltd)	y	yes_approved
Subutex 2mg sublingual tablets (RB Pharmaceuticals Ltd)	y	yes_approved
Subutex 8mg sublingual tablets (RB Pharmaceuticals Ltd)	y	yes_approved
Sudafed Non-Drowsy Congestion Cold and Flu tablets (McNeil Products Ltd)	n	
Sudafed Sinus Pressure & Pain tablets (McNeil Products Ltd)	n	
Sulindac 100mg tablets	y	yes_approved
Sulindac 200mg tablets	y	yes_approved
Sumatriptan 100mg tablets	n	
Sumatriptan 100mg tablets (A A H Pharmaceuticals Ltd)	n	
Sumatriptan 100mg tablets (Almus Pharmaceuticals Ltd)	n	
Sumatriptan 100mg tablets (Arrow Generics Ltd)	n	
Sumatriptan 100mg tablets (Sandoz Ltd)	n	
Sumatriptan 100mg tablets (Teva UK Ltd)	n	
Sumatriptan 10mg/0.1ml nasal spray unit dose	n	
Sumatriptan 20mg/0.1ml nasal spray unit dose	n	
Sumatriptan 50mg tablets	n	
Sumatriptan 50mg tablets (A A H Pharmaceuticals Ltd)	n	
Sumatriptan 50mg tablets (Actavis UK Ltd)	n	
Sumatriptan 50mg tablets (Almus Pharmaceuticals Ltd)	n	
Sumatriptan 50mg tablets (Arrow Generics Ltd)	n	
Sumatriptan 50mg tablets (Dexcel-Pharma Ltd)	n	
Sumatriptan 50mg tablets (Sandoz Ltd)	n	
Sumatriptan 50mg tablets (Teva UK Ltd)	n	
Sumatriptan 6mg/0.5ml solution for injection pre-filled disposable devices	n	
Sumatriptan 6mg/0.5ml solution for injection pre-filled pen (Sun Pharmaceuticals UK Ltd)	n	
Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device	n	
Sumatriptan 6mg/0.5ml solution for injection syringe refill	n	
Surgam 200mg tablets (Sanofi)	y	yes_approved
Surgam 300mg tablets (Sanofi)	y	yes_approved
Surgam SA 300mg capsules (Sanofi)	y	yes_approved
Surmontil 10mg tablets (Sanofi)	n	
Surmontil 25mg tablets (Sanofi)	n	
Surmontil 50mg capsules (Sanofi)	n	
Synflex 275mg tablets (Roche Products Ltd)	y	yes_approved
TEMAZEPAM GELTHIX gel-filled capsules 10mg [PHARMACIA]	n	
TEMAZEPAM GELTHIX gel-filled capsules 20mg [PHARMACIA]	n	
TRAMADOL SR modified release tablet 100mg [ZENTIVA]	y	yes_approved
TRAMADOL SR modified release tablet 150mg [ZENTIVA]	y	yes_approved
TRAMADOL SR modified release tablet 200mg [ZENTIVA]	y	yes_approved
TRAMADOL capsules 50mg [GEN (UK)]	y	yes_approved
TRIPTAFEN M tablets 2mg + 10mg [AMCO]	n	
TRYPTIZOL MR capsules 75mg [M S D]	y	
TRYPTIZOL tablets 10mg [M S D]	y	
TRYPTIZOL tablets 25mg [M S D]	y	
TRYPTIZOL tablets 50mg [M S D]	y	
Tapentadol 100mg modified-release tablets	y	yes_approved
Tapentadol 150mg modified-release tablets	y	yes_approved
Tapentadol 200mg modified-release tablets	y	yes_approved
Tapentadol 250mg modified-release tablets	y	yes_approved
Tapentadol 50mg modified-release tablets	y	yes_approved
Tapentadol 50mg tablets	y	yes_approved
Tapentadol 75mg tablets	y	yes_approved
Targinact 10mg/5mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Targinact 40mg/20mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Targinact 5mg/2.5mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
Tegretol 100mg Chewtabs (Novartis Pharmaceuticals UK Ltd)	y	
Tegretol 100mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Tegretol 400mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Tegretol Prolonged Release 200mg tablets (Novartis Pharmaceuticals UK Ltd)	y	
Temazepam 10mg tablets	n	
Temazepam 10mg tablets (A A H Pharmaceuticals Ltd)	n	
Temazepam 10mg tablets (Actavis UK Ltd)	n	
Temazepam 10mg tablets (Genus Pharmaceuticals Ltd)	n	
Temazepam 10mg tablets (Mylan Ltd)	n	
Temazepam 10mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd)	n	
Temazepam 10mg/5ml oral solution sugar free (Sandoz Ltd)	n	
Temazepam 20mg tablets	n	
Temazepam 20mg tablets (Actavis UK Ltd)	n	
Temazepam 20mg tablets (Sandoz Ltd)	n	
Temazepam 20mg tablets (Teva UK Ltd)	n	
Temgesic 200microgram sublingual tablets (RB Pharmaceuticals Ltd)	y	yes_approved
Temgesic 300micrograms/1ml solution for injection ampoules (RB Pharmaceuticals Ltd)	y	yes_approved
Temgesic 400microgram sublingual tablets (RB Pharmaceuticals Ltd)	y	yes_approved
Tenoxicam 20mg tablets	y	yes_approved
Terpin 32.5mg/5ml / Codeine 16mg/5ml linctus	n	
Tiagabine 10mg tablets	n	
Tiagabine 15mg tablets	n	
Tiagabine 5mg tablets	n	
Tiaprofenic acid 200mg tablets	y	yes_approved
Tiaprofenic acid 300mg modified-release capsules	y	yes_approved
Tiaprofenic acid 300mg tablets	y	yes_approved
Tilofyl 25micrograms/hour transdermal patches (Tillomed Laboratories Ltd)	y	yes_approved
Tiloket 2.5% gel (Tillomed Laboratories Ltd)	n	
Timolol 10mg tablets (Focus Pharmaceuticals Ltd)	n	
Tolfenamic acid 200mg tablets	y	yes_approved
Topamax 100mg tablets (Janssen-Cilag Ltd)	n	
Topamax 15mg sprinkle capsules (Janssen-Cilag Ltd)	n	
Topamax 200mg tablets (Janssen-Cilag Ltd)	n	
Topamax 25mg sprinkle capsules (Janssen-Cilag Ltd)	n	
Topamax 25mg tablets (Janssen-Cilag Ltd)	n	
Topamax 50mg sprinkle capsules (Janssen-Cilag Ltd)	n	
Topamax 50mg tablets (Janssen-Cilag Ltd)	n	
Topiramate 100mg tablets	n	
Topiramate 100mg tablets (Teva UK Ltd)	n	
Topiramate 15mg capsules	n	
Topiramate 15mg capsules (Teva UK Ltd)	n	
Topiramate 200mg tablets	n	
Topiramate 25mg capsules	n	
Topiramate 25mg capsules (Teva UK Ltd)	n	
Topiramate 25mg tablets	n	
Topiramate 25mg tablets (Mylan Ltd)	n	
Topiramate 25mg tablets (Teva UK Ltd)	n	
Topiramate 50mg capsules	n	
Topiramate 50mg tablets	n	
Topiramate 50mg tablets (Teva UK Ltd)	n	
Toradol 30mg/1ml solution for injection ampoules (Roche Products Ltd)	y	yes_approved
Tradorec XL 100mg tablets (Paladin Labs Europe Ltd)	y	yes_approved
Tradorec XL 200mg tablets (Paladin Labs Europe Ltd)	y	yes_approved
Tradorec XL 300mg tablets (Paladin Labs Europe Ltd)	y	yes_approved
Tramacet 37.5mg/325mg effervescent tablets (Grunenthal Ltd)	y	yes_approved
Tramacet 37.5mg/325mg tablets (Grunenthal Ltd)	y	yes_approved
Tramadol 100mg effervescent powder sachets sugar free	y	yes_approved
Tramadol 100mg modified-release capsules	y	yes_approved
Tramadol 100mg modified-release capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 100mg modified-release tablets	y	yes_approved
Tramadol 100mg modified-release tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 100mg/2ml solution for injection ampoules	y	yes_approved
Tramadol 100mg/ml oral drops	y	yes_approved
Tramadol 100mg/ml oral drops (AMCo)	y	yes_approved
Tramadol 150mg modified-release capsules	y	yes_approved
Tramadol 150mg modified-release capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 150mg modified-release tablets	y	yes_approved
Tramadol 150mg modified-release tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 200mg modified-release capsules	y	yes_approved
Tramadol 200mg modified-release capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 200mg modified-release tablets	y	yes_approved
Tramadol 200mg modified-release tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 300mg modified-release tablets	y	yes_approved
Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free	y	yes_approved
Tramadol 37.5mg / Paracetamol 325mg tablets	y	yes_approved
Tramadol 37.5mg / Paracetamol 325mg tablets (Teva UK Ltd)	y	yes_approved
Tramadol 400mg modified-release tablets	y	yes_approved
Tramadol 50mg capsules	y	yes_approved
Tramadol 50mg capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 50mg capsules (Actavis UK Ltd)	y	yes_approved
Tramadol 50mg capsules (Almus Pharmaceuticals Ltd)	y	yes_approved
Tramadol 50mg capsules (Focus Pharmaceuticals Ltd)	y	yes_approved
Tramadol 50mg capsules (Genus Pharmaceuticals Ltd)	y	yes_approved
Tramadol 50mg capsules (IVAX Pharmaceuticals UK Ltd)	y	yes_approved
Tramadol 50mg capsules (Niche Generics Ltd)	y	yes_approved
Tramadol 50mg capsules (PLIVA Pharma Ltd)	y	yes_approved
Tramadol 50mg capsules (Ranbaxy (UK) Ltd)	y	yes_approved
Tramadol 50mg capsules (Teva UK Ltd)	y	yes_approved
Tramadol 50mg capsules (Tillomed Laboratories Ltd)	y	yes_approved
Tramadol 50mg capsules (Zentiva)	y	yes_approved
Tramadol 50mg effervescent powder sachets sugar free	y	yes_approved
Tramadol 50mg modified-release capsules	y	yes_approved
Tramadol 50mg modified-release capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Tramadol 50mg modified-release tablets	y	yes_approved
Tramadol 50mg orodispersible tablets sugar free	y	yes_approved
Tramadol 50mg soluble tablets sugar free	y	yes_approved
Tramadol 75mg modified-release tablets	y	yes_approved
Tramake 50mg capsules (Galen Ltd)	y	yes_approved
Tramquel SR 100mg capsules (Beechmere Pharmaceuticals Ltd)	y	yes_approved
Tramulief SR 100mg tablets (AMCo)	y	yes_approved
Tramulief SR 150mg tablets (AMCo)	y	yes_approved
Tramulief SR 200mg tablets (AMCo)	y	yes_approved
Transtec 35micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	y	yes_approved
Transtec 52.5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	y	yes_approved
Transtec 70micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	y	yes_approved
Transvasin Heat Rub cream (Thornton & Ross Ltd)	n	
Transvasin Heat spray (Thornton & Ross Ltd)	n	
Traxam 3% gel (AMCo)	n	
Traxam 3.17% foam (AMCo)	n	
Traxam Pain Relief 3% gel (AMCo)	n	
Trazodone 100mg capsules	n	
Trazodone 100mg capsules (Actavis UK Ltd)	n	
Trazodone 100mg capsules (IVAX Pharmaceuticals UK Ltd)	n	
Trazodone 100mg capsules (Zentiva)	n	
Trazodone 150mg modified-release tablets	n	
Trazodone 150mg tablets	n	
Trazodone 150mg tablets (A A H Pharmaceuticals Ltd)	n	
Trazodone 150mg tablets (Actavis UK Ltd)	n	
Trazodone 150mg tablets (Mylan Ltd)	n	
Trazodone 150mg tablets (Teva UK Ltd)	n	
Trazodone 150mg tablets (Zentiva)	n	
Trazodone 50mg capsules	n	
Trazodone 50mg capsules (A A H Pharmaceuticals Ltd)	n	
Trazodone 50mg capsules (Actavis UK Ltd)	n	
Trazodone 50mg capsules (Teva UK Ltd)	n	
